start_id,end_id,type
Thalassa,Hemera,mother
Glaucus,Alcyone,mother
Phoroneus,Melia,mother
Epimetheus,Klymene,mother
Astris,Klymene,mother
Carystus,Chariclo,mother
Eurymedon,Cabeiro,mother
Astris,Ceto,mother
Crataeis,Hecate,mother
Menai,Selene,mother
Algea,Eris,mother
Stilbon,Eos,mother
Uranus,Hemera,mother
Gaia,Hemera,mother
Ceroessa,Io,mother
Coronis,Aethra,mother
Menoetius,Klymene,mother
Hybris,Dyssebeia,mother
Beroe,Aphrodite,mother
Scylla,Hecate,mother
Ersa,Selene,mother
Phaenon,Eos,mother
Pyroeis,Eos,mother
Sciron,Eos,mother
Argestes,Eos,mother
Ersa,Eos,mother
Agave,Harmonia,mother
Aegle,Lampetia,mother
Cadmilus,Cabeiro,mother
Leto,Phoebe,mother
Lelantos,Phoebe,mother
Poseidon,Rhea,mother
Hestia,Rhea,mother
Dike,Themis,mother
Menoetius,Themis,mother
Apollo,Leto,mother
Zeus,Rhea,mother
Hera,Rhea,mother
Demeter,Rhea,mother
Asteria,Phoebe,mother
Aphrodite,Dione,mother
Artemis,Leto,mother
Kydnos,Anchiale,mother
Selene,Theia,mother
Helios,Theia,mother
Eos,Theia,mother
Hecate,Asteria,mother
Hades,Rhea,mother
Eirene,Themis,mother
Carpo,Themis,mother
Astraea,Themis,mother
Atropos,Themis,mother
Auxo,Themis,mother
Clotho,Themis,mother
Lachesis,Themis,mother
Eunomia,Themis,mother
Thallo,Themis,mother
Adrasteia,Themis,mother
Aphrodite Pandemos,Dione,mother
Cottus,Briareus,sibling
Cottus,Gyges,sibling
Chione,Polyxo,sibling
Gyges,Briareus,sibling
Briareus,Gyges,sibling
Briareus,Cottus,sibling
Gyges,Cottus,sibling
Chione,Caliadne,sibling
Chione,Anchiroe,sibling
Chione,Anippe,sibling
Triton,Rhodos,sibling
Zephyrus,Boreas,sibling
Boreas,Zephyrus,sibling
Boreas,Euros,sibling
Zephyrus,Euros,sibling
Boreas,Notus,sibling
Zephyrus,Notus,sibling
Euros,Boreas,sibling
Notus,Boreas,sibling
Euros,Zephyrus,sibling
Notus,Zephyrus,sibling
Notus,Euros,sibling
Euros,Notus,sibling
Ourea,Uranus,sibling
Pontus,Uranus,sibling
Eros,Gaia,sibling
Nyx,Gaia,sibling
Nyx,Tartarus,sibling
Gaia,Eros,sibling
Erebos,Eros,sibling
Nyx,Eros,sibling
Eros,Erebos,sibling
Nyx,Erebos,sibling
Gaia,Nyx,sibling
Tartarus,Nyx,sibling
Eros,Nyx,sibling
Erebos,Nyx,sibling
Uranus,Pontus,sibling
Uranus,Ourea,sibling
Hemera,Aether,sibling
Ponos,Lethe,sibling
Atë,Lethe,sibling
Enyo,Polemos,sibling
Benthesikyme,Triton,sibling
Cronus,Oceanus,sibling
Rhea,Oceanus,sibling
Themis,Oceanus,sibling
Hyperion,Oceanus,sibling
Iapetos,Oceanus,sibling
Tethys,Oceanus,sibling
Theia,Oceanus,sibling
Rhodos,Triton,sibling
Oceanus,Tethys,sibling
Triton,Benthesikyme,sibling
Cabeiro,Idotea,sibling
Melia,Caanthus,sibling
Cronus,Tethys,sibling
Rhea,Tethys,sibling
Themis,Tethys,sibling
Hyperion,Tethys,sibling
Iapetos,Tethys,sibling
Theia,Tethys,sibling
Pandia,Ersa,sibling
Lampetia,Phaethusa,sibling
Phaethusa,Lampetia,sibling
Idotea,Cabeiro,sibling
Idaea,Adrasteia,sibling
Perses,Circe,sibling
Atë,Neikea,sibling
Ponos,Algos,sibling
Ponos,Limos,sibling
Atë,Limos,sibling
Atë,Dolor,sibling
Adrasteia,Ida,sibling
Ida,Adrasteia,sibling
Aether,Hemera,sibling
Caanthus,Melia,sibling
Polemos,Enyo,sibling
Ersa,Pandia,sibling
Atë,Pseudea,sibling
Atë,Ponos,sibling
Lethe,Ponos,sibling
Atë,Dysnomia,sibling
Algos,Ponos,sibling
Limos,Ponos,sibling
Oceanus,Hyperion,sibling
Tethys,Hyperion,sibling
Oceanus,Iapetos,sibling
Tethys,Iapetos,sibling
Prometheus,Epimetheus,sibling
Atlas,Epimetheus,sibling
Rhea,Cronus,sibling
Themis,Cronus,sibling
Oceanus,Cronus,sibling
Hyperion,Cronus,sibling
Iapetos,Cronus,sibling
Tethys,Cronus,sibling
Theia,Cronus,sibling
Atlas,Prometheus,sibling
Oceanus,Rhea,sibling
Hyperion,Rhea,sibling
Iapetos,Rhea,sibling
Tethys,Rhea,sibling
Theia,Rhea,sibling
Oceanus,Themis,sibling
Tethys,Themis,sibling
Cronus,Theia,sibling
Rhea,Theia,sibling
Themis,Theia,sibling
Oceanus,Theia,sibling
Hyperion,Theia,sibling
Iapetos,Theia,sibling
Tethys,Theia,sibling
Pallas,Astraeus,sibling
Perses,Astraeus,sibling
Astraeus,Pallas,sibling
Perses,Pallas,sibling
Astraeus,Perses,sibling
Pallas,Perses,sibling
Prometheus,Menoetius,sibling
Atlas,Menoetius,sibling
Leto,Asteria,sibling
Cronus,Rhea,sibling
Themis,Rhea,sibling
Epimetheus,Atlas,sibling
Prometheus,Atlas,sibling
Menoetius,Epimetheus,sibling
Menoetius,Prometheus,sibling
Asteria,Leto,sibling
Menoetius,Atlas,sibling
Hyperion,Themis,sibling
Iapetos,Themis,sibling
Theia,Themis,sibling
Iapetos,Hyperion,sibling
Theia,Hyperion,sibling
Epimetheus,Prometheus,sibling
Cronus,Themis,sibling
Rhea,Themis,sibling
Cronus,Hyperion,sibling
Rhea,Hyperion,sibling
Cronus,Iapetos,sibling
Rhea,Iapetos,sibling
Hyperion,Iapetos,sibling
Theia,Iapetos,sibling
Themis,Hyperion,sibling
Themis,Iapetos,sibling
Epimetheus,Menoetius,sibling
Circe,Perses,sibling
Phoebe,Atlantia,sibling
Cymopoleia,Briareus,spouse
Peneus,Creusa,spouse
Asopus,Metope,spouse
Helios,Aegle,spouse
Zeus,Metis,spouse
Atlas,Pleione,spouse
Inachus,Argeia,spouse
Hermes,Daeira,spouse
Pallas,Styx,spouse
Nereus,Doris,spouse
Thaumas,Electra,spouse
Prometheus,Pronoia,spouse
Helios,Rhodos,spouse
Echidna,Typhon,spouse
Iris,Zephyrus,spouse
Hydros,Gaia,spouse
Orithyia,Boreas,spouse
Gaia,Uranus,spouse
Uranus,Gaia,spouse
Tartarus,Gaia,spouse
Gaia,Tartarus,spouse
Nyx,Erebos,spouse
Erebos,Nyx,spouse
Chloris,Zephyrus,spouse
Ceto,Phorcys,spouse
Ananke,Chronos,spouse
Hydros,Thesis,spouse
Thesis,Hydros,spouse
Hemera,Aether,spouse
Hybris,Polemos,spouse
Laodice,Phoroneus,spouse
Metope,Asopus,spouse
Teledice,Phoroneus,spouse
Astris,Hydaspes,spouse
Orphne,Acheron,spouse
Melia,Inachus,spouse
Idaea,Scamander,spouse
Creusa,Peneus,spouse
Argeia,Inachus,spouse
Polemos,Hybris,spouse
Nomos,Eusebia,spouse
Doris,Nereus,spouse
Phorcys,Ceto,spouse
Electra,Thaumas,spouse
Boreas,Orithyia,spouse
Tethys,Oceanus,spouse
Oceanus,Tethys,spouse
Kreios,Eurybia,spouse
Metis,Zeus,spouse
Prometheus,Klymene,spouse
Iapetos,Klymene,spouse
Briareus,Cymopoleia,spouse
Zephyrus,Chloris,spouse
Scamander,Idaea,spouse
Adranus,Thalia,spouse
Phoroneus,Teledice,spouse
Helios,Ceto,spouse
Poseidon,Euryte,spouse
Phoroneus,Laodice,spouse
Atlas,Aethra,spouse
Poseidon,Corcyra,spouse
Prometheus,Celaeno,spouse
Heracles,Hebe,spouse
Rhodos,Helios,spouse
Corcyra,Poseidon,spouse
Inachus,Melia,spouse
Acheron,Orphne,spouse
Hydaspes,Astris,spouse
Euryte,Poseidon,spouse
Ceto,Helios,spouse
Aegle,Helios,spouse
Themis,Zeus,spouse
Ceroessa,Poseidon,spouse
Zephyrus,Iris,spouse
Typhon,Echidna,spouse
Aether,Hemera,spouse
Eusebia,Nomos,spouse
Thalia,Adranus,spouse
Hyperion,Basileia,spouse
Astraeus,Eos,spouse
Daeira,Hermes,spouse
Theia,Hyperion,spouse
Phoebe,Coeus,spouse
Coeus,Phoebe,spouse
Rhea,Cronus,spouse
Styx,Pallas,spouse
Klymene,Prometheus,spouse
Pronoia,Prometheus,spouse
Cronus,Rhea,spouse
Pleione,Atlas,spouse
Hebe,Heracles,spouse
Hyperion,Theia,spouse
Eurybia,Kreios,spouse
Perses,Asteria,spouse
Klymene,Iapetos,spouse
Asopis,Iapetos,spouse
Zeus,Themis,spouse
Asteria,Perses,spouse
Celaeno,Prometheus,spouse
Aethra,Atlas,spouse
Eos,Astraeus,spouse
